"","MD-R-EB-1","MD-R-EB-2","MD-R-EB-3","MD-R-EB-4"
"Sbspon",0.126,0.2496,0.1715,0.1083
"Gm23259",0,0,0,0
"Gm7634",0.313,0,0.213,0
"4930444P10Rik",0,0.0665,0.0571,0
"Rpl7",1251.6269,1260.1277,1284.9649,1206.8741
"Rdh10",4.4098,4.749,3.7097,4.9345
"Gm38249",0,0,0,0
"Gm28095",0,0.0906,0,0
"Stau2",5.5405,5.1852,4.819,6.3053
"Gm7568",0,0,0,0
"Ube2w",14.5681,16.7806,15.7231,18.2542
"Gm38342",0.2323,0.3683,0.593,0.1497
"Eloc",71.4326,75.4888,70.4251,78.6019
"D030040B21Rik",0.0621,0.1968,0.0423,0
"Gm7654",0,0,0,0
"Tmem70",50.3022,48.0181,51.5875,63.3408
"Ly96",1.5255,1.2094,0.3461,0.8741
"Gm29649",0,0,0.2812,0
"Gm5828",2.9774,2.8767,2.1534,2.959
"Gm28376",0,0,0,0
"4921511E07Rik",0,0,0,0
"Jph1",4.9862,5.1606,4.1248,3.869
"Gm28783",0.4821,0,0,0
"Gdap1",0.0895,0.0532,0,0.077
"Gm28784",0,0,0,0
"Gm28785",0.4566,0,0,0
"Gm5251",5.4999,7.2667,8.985,5.6726
"Rbm6-ps1",0.5427,0.3346,0.6157,0.4146
"Gm6075",1.0683,0.2823,0.2424,0
"Gm25166",0,0,0,0
"Pi15",0,0.0991,0.0851,0.1719
"Gm28154",0.041,0,0,0
"Gm16070",0.1244,0.0164,0.0282,0.1069
"Crispld1",1.0733,1.1851,1.148,1.186
"Gm28153",0.2751,0.2181,0.3746,0
"Gm7690",0,0,0,0.1063
"Gm18775",0,0,0,0
"Gm17969",0.1354,0.0537,0.0461,0.0582
"Gm28756",0,0.1068,0,0
"Gm28755",0,0,0,0
"Gm45784",0,0,0,0
"Crisp4",0,0,0,0
"Defb44-ps",0,0,0,0
"Defb18",0,0,0,0
"Defb41",0,0,0,0
"Gm17837",0,0.2786,0.1196,0
"Gm5252",0,0,0,0
"Gm24075",0,0,0,0
"Gm28343",0,0,0,0
"Gm28344",0,0.4917,0,0
"Gm15825",0.377,0.7472,0.2567,0
"Tfap2d",0,0,0,0
"Gm10075",1.2702,1.2587,0.2162,0.2729
"Tfap2b",0,0.0216,0,0
"Gm28340",0,0,0,0
"Gm28341",0,0,0,0
"Gm4849",0.3082,0.5498,0.577,1.5895
"Gm24633",0,0,0,0
"Gm38382",0,0,0,0
"Pkhd1",0.2903,0.1822,0.1153,0.2079
"Gm37315",0,0,0.0339,0.0428
"4930486I03Rik",0,0.1741,0,0
"Gm15795",0,0,0.213,0
"Gm24162",0,0,0,0
"Gm28653",0,0,0,0
"Mir206",0,0,0,0
"Mir133b",0,0,0,0
"Il17a",0,0,0,0
"Il17f",0.5991,0.7464,0.4078,0.8092
"Mcm3",346.3093,347.155,355.6395,360.6522
"Gm20587",0,0,0,0
"Gm28065",0,0,0,0
"Gm24723",0,0,0,0
"6720483E21Rik",0.4636,0.3675,0.5259,0.5312
"Paqr8",3.7526,3.9498,3.8853,3.9572
"Gm24171",0,0,0,0
"Gm28064",0,0.1599,0.1373,0
"Efhc1",2.4298,2.4854,2.1875,2.4253
"Tram2",9.3533,9.4951,9.9216,12.2599
"Gm28287",0.317,0.2513,0,0.5449
"Gm2693",0.6062,0.7208,1.0316,0.521
"Tmem14a",6.9174,5.3822,6.5398,7.5971
"Gm38224",0.0824,0.2613,0.2244,0.2125
"Gsta3",5.1791,5.4322,7.1322,5.0336
"Gm28836",3.5542,2.6008,5.0248,2.1149
"Gm7094",0,0,0,0
"Gm4956",0,0,0,0
"Gm21909",0,0,0,0
"Khdc1a",0,0,0,0
"Gm16329",0,0,0,0
"Gm16327",0,0,0,0
"Khdc1c",0,0,0,0
"Gm2709",0,0,0,0
"Gm16533",0,0,0,0
"Khdc1b",0,0,0,0
"Gm16328",0,0,0,0
"Kcnq5",0.5627,0.3569,0.2145,0.2321
"Gm36949",0,0.059,0.0506,0
"Gm7658",3.5413,3.7838,3.8779,2.7791
"Gm38243",0,0.2627,0.0752,0
"Gm5696",0,0,0,0
"Gm28239",0,0,0,0
"Rims1",5.7311,5.2099,5.076,4.0321
"Gm26866",0,0,0,0
"Gm7761",0,0,0,0
"Gm29506",0,0,0,0
"Ppp1r14bl",0,0,0,0
"Gm24176",0,0,0,0
"Gm6420",0,0,0,0
"Mir30a",2.4375,1.9323,1.6592,2.0951
"Gm27028",1.3012,1.7192,0.2952,2.9824
"Mir30c-2",0,0,0,0
"Gm29107",0,0.3954,0,0
"Gm20954",0,0,0,0
"Ogfrl1",8.0673,6.3446,6.9877,8.7683
"Gm7784",0.6999,0.2774,0.4765,1.0528
"Gm28822",0,0,0,0
"B3gat2",0.9207,0.9732,0.9306,1.0072
"Smap1",25.0275,25.1364,23.1323,32.7455
"Sdhaf4",23.3654,31.2377,25.6094,26.2097
"Gm26524",0,0,0,0
"Fam135a",19.4592,19.9094,17.0499,23.251
"Gm37580",0.1236,0.098,0.2104,0.3187
"Gm26607",0,0,0,0
"Col9a1",0.0341,0.1083,0.093,0.0294
"Col19a1",0,0,0.0171,0.0432
"Gm26418",0,0,0,0
"Tubb4b-ps2",0.1294,0.2052,0.2643,0.445
"Gm28439",0,0,0.1345,0
"Gm10222",2.9432,1.8666,1.6028,3.5416
"Gm28438",192.1243,258.0849,253.3627,259.9869
"Gm28437",0,0.3504,0.1505,0.3799
"Gm10925",0,0,0,0
"Gm28661",0.2541,0,0,0.6553
"Gm29216",0,1.3943,0.4789,1.814
"Lmbrd1",6.4172,6.4684,5.2774,6.8634
"Gm28594",0,0,0,0
"Gm28237",0,0,0,0
"Gm9443",0,0,0,0
"Gm29414",0,0,0,0
"Adgrb3",0.1119,0.0517,0.0952,0.1523
"Gm15702",0,0,0,0
"Gm20172",0.1116,0,0.076,0
"Gm22260",0,0,0,0
"Gm37543",0,0,0.1143,0
"Gm37331",0,0,0,0.0441
"Gm37211",0,0.04,0,0
"Gm37862",0.0683,0,0,0
"Gm38286",0,0.0442,0.0379,0.0479
"Gm37880",0,0,0,0
"Gm25294",0,0,0,0
"Gm37011",0,0.0467,0,0
"Gm29214",0,0,0.2067,0
"Gm37051",0.1176,0.0932,0.0801,0
"Gm38260",0.0866,0.0343,0.059,0
"Gm37628",0.0954,0.0757,0.0217,0.082
"8030445P17Rik",0.0631,0,0,0
"Gm38198",0,0.1149,0.0658,0
"Gm37077",0.1407,0.1115,0.0957,0.0403
"Gm37895",0.1902,0.1508,0,0.0327
"Gm36952",0.191,0.0378,0.1625,0.041
"Gm37602",0.1569,0.1658,0.1068,0.0449
"2900022M07Rik",0.5105,0,0.5792,0.1463
"2900002M20Rik",0.5244,0,0.357,0
"Gm9884",0,0,0,0
"Gm18443",0,0,0,0
"Gm19123",0,0,0,0
"Gm24064",0,0,0,0
"4931408C20Rik",0,0,0.0273,0
"Gm19641",0,0,0,0
"Gm5524",0,0,0,0.1486
"Gm18776",0,0,0,0
"Gm19028",0.0924,0.293,0.3774,0.7148
"Gm38089",0,0,0,0
"Gm7846",3.7897,5.0071,3.4395,7.6003
"Gm597",0,0,0.0408,0
"Gm5697",0.2789,0.0553,0,0.4195
"Gm6462",0,0,0,0
"Gm18033",0,0,0,0
"Gm25586",0,0,0,0
"Gm22679",0,0,0,0
"Gm23785",0,0,0,0
"Mir6342",0,0,0,0
"Gm5525",4.221,2.7188,3.8609,4.9885
"AC125120.1",0,0,0,0
"Gm7858",0.5565,0,0.1894,0
"Gm23771",0,0,0,0
"Gm27430",0,0,0,0
"Gm9898",0,0,0,0
"Gm6473",0.143,0,0,0
"Gm2914",0,0,0,0
"Phf3",69.042,68.3169,61.4338,74.1752
"Gm37522",2.7604,2.5688,1.879,2.4241
"Gm37906",5.3031,6.3738,3.7262,5.4892
"Ptp4a1",24.4744,24.4489,22.2606,29.502
"Gm5698",0,0,0,0.2049
"Gm9458",0,0,0,0
"4931428L18Rik",0.1384,0.0732,0,0.0793
"Gm28644",0,0,0,0
"Gm29128",0,0,0,0
"Gm7893",0,0,0,0
"Lgsn",0,0.0708,0.0608,0
"Pih1d3",0,0,0,0.1025
"Gm26145",0,0,0,0
"Gm4850",0,0,0,0
"Gm28645",0,0,0,0
"Gm6489",0.2487,0,0,0.2137
"Eef1a1-ps2",0,0,0.0881,0
"Gm19680",0.4575,0.5441,0.3114,0.2949
"Gm23032",0,0,0,0
"Gm7910",0,0,0,0
"Khdrbs2",0.0168,0.04,0.0458,0.0723
"Gm25814",0,0,0,0
"Gm37999",0,0,0,0
"Gm37110",0,0.1685,0,0
"Gm37911",0,0,0,0
"Gm9839",0,0,0,0
"Gm37792",0,0,0,0
"Gm5415",0,0,0,0
"Gm24732",0,0,0,0
"Gm37426",0,0,0,0
"Gm23024",0,0,0,0
"Gm37151",0,0.0274,0,0
"Gm28624",0,0,0,0
"Gm37724",0,0,0,0
"Gm7114",0.0967,0,0,0
"Gm4785",0,0,0,0
"Gm24901",0,0,0,0
"Gm37591",0,0,0,0
"Gm2987",0,0,0,0
"Gm25792",0,0,0,0
"Gm18799",0,0.1503,0.129,0
"Gm7933",0.0767,0.1825,0.0522,0.1319
"Gm23453",1.6327,0,0,0
"Prim2",27.1339,25.646,25.8501,33.1416
"Gm29228",1.6561,0.3282,1.4091,3.2027
"Gm37618",1.9135,1.5616,1.9538,1.3061
"Gm17813",1.5829,2.5097,0.3592,1.814
"1700001G17Rik",0.1947,0.3086,0.3975,0.1673
"Gm38173",0.0748,0,0.0509,0
"Rab23",24.5859,24.7397,22.9919,27.5953
"Bag2",7.7508,7.9832,8.0487,7.9261
"Gm37905",0.5075,0.4023,1.3819,0.4362
"Zfp451",26.4308,27.0595,26.4926,30.4841
"Gm15455",0.8122,0.5365,0.9675,0.5236
"Bend6",1.3153,1.3234,0.8264,1.3044
"Gm37067",0.1063,0,0,0.3655
"Dst",42.0524,44.769,36.4486,37.499
"Gm37354",1.7422,1.5538,1.8283,1.1231
"Gm28631",0,0.8215,0.3527,0.4454
"Gm23792",0,0,0,0
"Gm38157",2.3442,2.9087,1.5957,2.8909
"Mir6896",2.3707,1.8794,1.6137,4.0753
"Gm26788",5.9714,4.9346,4.7791,5.879
"A930005N03Rik",2.0817,2.0904,1.0392,1.67
"Gm37958",0,0,0,0
"Gm37385",0,0,0,0
"Gm5266",0,0,0,0
"Gm3052",0.1178,0.0467,0.0802,0.1013
"Gm37233",0.6079,0.6572,0.6583,0.5225
"Mir5103",0,0,0,0
"Ccdc115",31.9175,29.6185,28.6749,26.556
"Gm28306",0.3272,1.0374,1.3361,0.2812
"Imp4",41.7227,41.6572,39.0337,44.3481
"Ptpn18",0.6931,0.634,0.4174,0.4124
"Gm28417",0.9339,0.8543,0.8313,0.247
"4930568A12Rik",0,0,0.0908,0
"Prss39",0,0.1029,0.0884,0
"Gm28416",0,0,0,0
"Cfc1",0.3328,0.2638,0,0.5721
"Gm28419",0.3643,0.2888,0,0
"Prss40",0,0.1304,0.056,0
"1700101I19Rik",0,0,0,0
"Amer3",0.0394,0.0625,0,0
"Gm28418",0,0,0,0
"Gm36984",0,0,0,0
"Gm29730",0,0,0,0
"AA619741",0.2679,0,0,0
"Arhgef4",1.2987,1.6278,1.5291,1.5235
"Gm37224",0,0,0,0
"Gm37845",0,0,0,0
"Gm38336",1.2221,1.4532,1.3865,0.8753
"Fam168b",53.7193,50.7349,51.0805,52.414
"Gm37127",2.5652,3.4796,3.1042,3.4296
"Plekhb2",3.8569,3.8649,5.0738,5.7734
"Gm19430",0,0,0,0.0696
"Gm37670",1.5115,1.1982,1.5433,0
"Gm8009",0,0,0,0
"Gm38027",0,0,0,0
"Gm25096",0,1.0635,0,0
"Gm37068",0,0,0,0
"Gm25634",0,0,0,0
"Gm28415",0,0,0,0
"1110002O04Rik",0,0,0,0
"Gm8022",0,0,0,0.1645
"Gm37146",0,0.2963,0.5089,0.3213
"Gm33222",3.4112,4.1465,2.4768,1.7592
"4930535G08Rik",1.6288,1.6141,1.1087,1.4
"Gm38049",0.6307,0.2,0.0859,0.6505
"Hs6st1",51.1193,50.4763,42.5767,47.2657
"Gm37335",0,0,0,0
"Gm33280",0.4386,0.4426,0.2714,0.6169
"Uggt1",42.6563,45.7387,43.8383,47.6348
"Mir6897",5.5827,6.6384,0,2.3992
"Neurl3",0.1614,0.0853,0.1831,0.2312
"Arid5a",2.1943,2.1225,2.5364,2.574
"4930403P22Rik",1.6991,0.5773,0.6609,1.2517
"Kansl3",26.7987,25.7621,29.547,30.8882
"Mir6898",0,3.5635,0,1.9318
"Fer1l5",2.2872,2.3959,2.6689,2.5509
"Lman2l",7.9488,8.4453,9.1566,9.9449
"Cnnm4",10.0705,10.9381,11.612,13.0298
"Gm37909",0.3206,0.4448,0.3819,0.689
"Gm47280",0,0,0,0
"Cnnm3",15.3384,16.3052,15.542,16.7748
"Gm38033",0,0,0,0
"Ankrd23",0.385,0.8648,0.4368,0.6618
"Gm42417",0,0,0,0
"Ankrd39",3.5326,3.6849,3.164,3.0683
"Sema4c",3.1651,3.7935,2.9496,2.1699
"D430040D24Rik",0.3669,0.6302,0.2914,0.2628
"Fam178b",12.3693,13.5044,13.3683,15.6676
"Gm6428",2.0065,1.5907,2.0488,0.8623
"Gm24133",0,3.6585,1.5707,0
"Cox5b",129.6605,121.5473,138.5879,111.8193
"Actr1b",77.704,81.0841,73.5376,80.7085
"4933424G06Rik",0,0.0787,0.0675,0.0853
"Gm33533",0,0,0.0721,0
"Zap70",3.1813,3.0722,5.276,5.6178
"Gm18828",0,0.1356,0.1164,0
"Tmem131",144.7488,138.3169,132.3709,157.0766
"Gm37506",8.4716,5.7564,8.238,6.2412
"Gm38115",2.6537,3.7525,4.6868,4.685
"F830112A20Rik",5.5544,4.944,4.013,6.4073
"Rpl12-ps1",0.3475,0,0.2366,0
"Vwa3b",11.1719,10.1447,8.059,11.9218
"Gm37020",3.4892,2.3511,1.9001,4.3485
"Cnga3",1.0497,1.7682,1.9946,1.3909
"1700074A21Rik",0,0,0,0
"Inpp4a",4.382,3.9889,4.3097,4.4394
"4930439A04Rik",0.201,0,0.2736,0.3455
"Gm37135",0.3241,0.2569,0.2206,0.2786
"Coa5",51.985,54.799,55.6971,63.6029
"Unc50",38.2513,40.1418,40.6605,43.7108
"Mgat4a",6.8521,6.4438,7.6457,8.5224
"4930594C11Rik",0.691,0.5478,0.5559,0.9179
"Gm43213",0,0.0766,0.3291,0
"2010300C02Rik",0.2728,0.5677,0.3946,0.9672
"4930556I23Rik",0,0.245,0,0
"4930470B04Rik",0,0,0,0
"Gm19863",0,0,0,0
"Tsga10",1.4771,1.5312,1.4916,1.6184
"Gm26805",0.056,0,0.0763,0.0482
"Lipt1",11.8975,12.9101,12.6936,15.9555
"Mitd1",27.9274,27.6866,26.963,30.6626
"Mrpl30",45.5992,41.2945,47.5084,46.7549
"Lyg2",0,0,0,0.058
"Gm15457",0.0434,0,0,0.0373
"Lyg1",0,0,0,0
"Gm23409",0,0,0,0
"Txndc9",29.3571,29.0457,28.8879,32.0311
"Eif5b",124.8505,117.7401,112.6337,131.1331
"Rev1",42.1433,42.6398,35.1424,40.9493
"Gm37062",9.6283,9.7856,7.0581,10.8219
"Gm5099",0,0,0,0
"Aff3",4.9417,4.6391,5.6299,4.3815
"Gm16150",0.3795,0.4513,0.3875,0.3262
"Gm16151",0.2708,0.2147,0.5531,0.2328
"Gm16152",0.1868,0.2221,0.0636,0.1605
"Gm34727",0,0.2593,0.2227,0
"Gm38135",0,0,0,0
"2610300A13Rik",0,0,0,0
"Lonrf2",0.8992,0.8956,3.186,2.9528
"Chst10",3.1968,3.337,2.6389,2.8472
"Gm37707",0,1.2664,0.7249,0
"Gm6621",0.2242,0,0.3052,0.3854
"Nms",0,0,0,0
"Pdcl3",40.7326,38.6317,37.3319,40.1223
"Gm37309",4.0124,2.3438,2.9469,3.2672
"Gm37821",0,0,0,0
"Gm37091",0,0,0,0
"Mir6349",0,0,0,0
"Npas2",0.1445,0.1432,0.0984,0.3105
"Gm20428",0,0,0,0
"Gm3617",0.3118,0,0,0
"Rpl31",843.3407,860.1492,960.7855,943.1492
"Tbc1d8",16.3185,16.5503,14.9981,16.9788
"Gm37265",0.3911,0.31,0,0
"Gm24826",0,0.6352,0.5454,0
"Cnot11",64.7257,67.1112,77.3043,89.6817
"Gm15832",3.4008,2.9206,3.0222,3.8973
"Snord89",6.2932,6.2361,3.2128,4.0568
"Rnf149",32.5026,33.7911,33.1659,34.3307
"Gm23722",15.975,27.4389,17.2174,20.596
"Gm5100",0,0,0,0.2525
"Creg2",0.0284,0.0225,0.0774,0
"D930019O06Rik",0.5197,0.7116,0.7397,0.731
"Rfx8",0,0.0641,0,0
"Gm3646",0,0,0,0
"1700066B17Rik",0.9723,0.7708,0.5515,0.6964
"Map4k4",125.1852,122.3852,115.061,129.633
"4930456G14Rik",0,0,0,0
"Il1r2",0.3628,0,0.4939,0.2339
"Gm16894",0,0,0,0
"Gm37347",0,0,0.0384,0.0484
"Il1r1",0.3536,0.5606,0.685,0.5844
"Gm38070",0,0,0.0182,0
"Il1rl2",0.1778,0.1813,0.4669,0.1965
"Gm17970",0,0,0,0
"Il1rl1",0.7029,1.4527,0.769,1.2083
"Il18r1",0,0.0285,0,0
"Il18rap",0.0513,0.0406,0.0349,0.0441
"Gm35801",0,0,0,0
"Slc9a4",0,0,0,0
"Gm37435",0,0,0,0
"Slc9a2",0.0743,0.0589,0.0506,0.0213
"Gm37623",0,0,0,0
"Gm37915",0,0.0421,0,0
"Mfsd9",0.2026,0.4283,0.0919,0.4354
"Tmem182",0,0,0,0
"Gm5973",0,0,0,0
"4930448I06Rik",0,0,0,0
"Gm28634",0,0,0,0
"Gm29260",0,0,0,0
"Gm5267",0,0,0,0
"Gm8176",0,0,0,0
"Gm9915",0,0,0,0
"Gm29664",0,0,0,0
"Gm28175",0,0,0,0
"Gm28140",0,0,0,0
"Gm37047",0,0,0,0
"Pantr1",0,0,0,0
"4930420N18Rik",0,0,0,0
"Gm20646",0,0,0,0
"Pou3f3",0.1567,0.1064,0.1219,0.0577
"Pantr2",0,0,0,0
"Dalir",0,0,0,0
"Mrps9",40.0599,38.8278,42.3953,45.0144
"Gm23126",2.583,2.0477,4.3957,3.3302
"Gpr45",0.0239,0.0379,0.0163,0.0822
"Gm24001",0,0,0,0
"Tgfbrap1",4.3218,4.9891,4.3054,4.8263
"Gm28782",0,0.6628,0.2845,0
"8430432A02Rik",0.6934,1.649,1.1327,0.8343
"AI597479",38.1858,39.0398,38.8704,44.9946
"Fhl2",1.6421,3.7607,1.242,1.1762
"Gm8210",5.3746,6.249,5.1219,4.9275
"Gm29040",0.1457,0.3465,0,0
"Gm29610",0,0,0,0
"Gm29041",0,0,0,0
"Nck2",9.3232,11.0248,9.5988,9.6161
"Gm37536",0.2779,0.7711,0.0473,0.7763
"Gm38228",2.4092,4.2442,1.9133,2.761
"Ecrg4",0.3837,1.2168,1.0448,0.1649
"Gm29155",2.6451,0.8987,1.2861,0.6496
"Gm29157",1.4139,0.8967,0.9624,1.2153
"Gm29156",2.0809,1.6496,1.4165,1.1924
"Uxs1",14.2266,14.858,15.6701,17.9479
"Gm16103",0.6766,0.5363,0.2763,0.5815
"Gm19587",0.3175,0.5035,0.6485,0
"Gm8241",0,0.1681,0,0
"Gm26352",0,0,0,0
"Gm24180",0,0,1.0709,0
