,MD-R-EB-1,MD-R-EB-2,MD-R-EB-3,MD-R-EB-4,MD-R-EB-5,MD-R-EB-6,MD-R-EB-7,MD-R-EB-8,MD-R-EB-9,MD-R-EB-10,MD-R-EB-11,MD-R-EB-12
Asb1,8.4601,7.869,7.0632,7.2371,6.6514,4.7894,5.2259,5.7327,5.1109,5.9897,6.9101,6.2105
Gm28380,0,0,0,0,0,0,0,0.306,0,0,0,0
Gm29100,0.7274,0.069,0,0,0.1172,0.0392,0.0311,0.0267,0,0.402,0.3743,0.0293
Twist2,6.5689,0.3515,0.2202,0.2716,0.2279,0.1636,0.0864,0.1113,0.0469,2.6436,2.6806,0.448
Gm29101,1.0903,0.069,0,0,0,0.1176,0,0,0,0.241,0.4316,0
Gm37600,0.174,0.1849,0.0354,0.1964,0.0942,0.1051,0.2501,0.0358,0.2711,0.1077,0.0386,0.0393
Hdac4,19.3214,11.6485,10.9468,11.5842,10.7762,14.0744,14.3849,15.2274,16.1326,16.1203,15.6195,12.451
Gm37048,3.3887,2.1093,1.9839,2.0863,2.3898,1.6754,2.2136,2.2386,2.6934,2.9449,3.4832,2.6652
Gm37036,1.0514,1.7809,1.0691,1.5479,1.1546,1.0359,1.5876,1.5513,1.4246,1.6505,1.8749,1.4444
Gm29099,0,0,0,0,0,0,0,0,0,0,0,0
Gm7837,0,1.4771,0.2827,2.0923,0.5016,0.4201,1.332,0.5719,0.7221,0,0,0.3138
Ndufa10,102.5908,101.0039,101.9051,101.0569,91.3317,96.4806,99.5907,96.5132,105.0306,99.3746,90.8092,92.4452
Mir6900,5.728,3.381,3.8829,21.5506,6.8892,11.5375,2.2866,9.817,2.4791,1.9696,10.5823,2.1546
Olfr1416,0,0,0,0,0.0214,0,0,0,0,0,0,0.0267
Olfr1415,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1414,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1413,0,0,0,0,0,0,0,0,0,0,0,0
1700054K02Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm28478,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1412,0,0,0,0,0,0,0,0,0,0,0,0
Gm44098,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1411,0,0,0,0,0,0,0,0,0,0,0,0
Gm44099,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1410,0.0145,0.0128,0,0.0272,0,0,0.0173,0.0149,0.0188,0,0.016,0
Olfr12,0,0.0244,0.028,0,0.0249,0,0,0,0,0,0,0
Cops9,36.9891,40.7345,38.7775,47.8743,44.8784,35.3283,39.3554,41.0229,35.1281,35.3194,41.5951,46.1391
Otos,0.0743,0.0658,0.0378,0.2098,0.1341,0,0.089,0.1147,0.0965,0.2684,0.412,0.1258
Gm29483,0,0,0,0,0,0,0,0,0,0,0,0
Gm29482,0,0,0,0,0,0,0,0,0,0,0,0
Gm29481,1.9657,0.7735,0.8884,0.6163,0.8866,0,0.5231,0.4492,0.2836,1.9152,2.9053,0.8627
Gpc1,78.7636,45.3772,45.6333,34.2537,38.3785,15.6994,16.2751,13.7464,16.6366,73.6466,58.5833,52.8981
Gm29480,3.8071,2.7579,2.745,1.3022,2.8098,1.0457,1.4092,1.1389,1.4381,4.57,5.2944,5.3897
Mir149,3.4715,1.5368,1.765,0,0,0,0,0,0,1.7906,0,3.9174
Ankmy1,0.5674,0.293,0.4327,0.5337,0.2132,0.5357,0.2548,0.3646,0.2763,0.5609,0.5503,0.6136
Dusp28,6.7131,5.0175,4.5212,6.0683,4.0108,4.478,4.2808,6.8136,6.9054,7.3749,6.6683,7.4771
5033417F24Rik,1.4104,1.1352,1.1082,0.4824,0.8674,0.4842,0.4606,0.7251,0.2497,1.0581,1.2081,1.5192
Rnpepl1,27.6021,15.3211,15.2947,13.0893,13.6772,6.4896,6.1011,5.6369,6.0807,22.3573,19.5573,16.7688
9430060I03Rik,2.3061,1.2011,1.0345,0.8932,1.5908,0.9222,0.8935,1.116,0.7926,1.3294,1.6541,1.837
Capn10,21.0087,15.4502,14.3399,15.7687,14.4092,14.4949,15.3736,15.7216,15.1966,20.3127,18.905,17.7881
Gpr35,0.1657,0.4192,0.2648,0.2672,0.2349,0.3219,0.5954,0.2191,0.2459,0.1954,0.1837,0.2137
Gm18697,0,0,0,0,0,0,0,0,0,0,0,0
Aqp12,0,0.1865,0.3212,0.1981,0,0,0,0,0,0,0,0
Kif1a,72.0507,117.7482,125.3401,108.5384,119.8627,4.8042,6.0583,2.2222,2.5987,82.3447,76.4378,93.9847
Gm28086,0,0.32,0,0,0,0,0,0,0,0,0,0.4078
Agxt,0,0,0,0,0,0,0,0,0,0,0,0
Mab21l4,0.3386,0.2998,0.1476,0.091,0.0436,0,0.1159,0.0497,0.0628,0.2495,0.429,0.0546
Crocc2,0.0964,0.0284,0.1143,0.272,0.2898,0.2669,0.1924,0.479,0.3337,0.116,0.1424,0.2719
Sned1,1.9312,1.9878,1.8165,3.0199,3.1684,1.5864,1.6624,1.9735,1.865,2.2413,1.9535,3.378
Mir6901,0,0,0,0,0,0,0,0,0,0,0,0
Mterf4,12.736,13.6241,14.387,15.5364,13.6646,13.0018,13.0922,13.3649,11.8807,13.0711,14.5996,14.8872
Gm28535,1.9417,2.063,1.1846,1.9481,1.518,1.5644,1.0852,0.9318,1.3446,2.5372,3.7307,1.7529
Gm7867,2.9374,3.9012,2.9869,3.5523,3.9745,3.8036,2.2614,2.5891,2.7243,1.0822,2.7909,3.078
Pask,24.9476,17.5991,18.2189,19.1958,16.3561,22.5783,23.9409,25.147,28.5676,23.8443,25.8041,24.1286
Ppp1r7,25.4006,31.0718,31.0339,32.6083,31.8924,29.4346,29.9619,27.2424,30.6143,25.5837,28.471,30.5729
Mir6902,3.58,0,1.8201,0,3.2293,2.7041,6.431,1.8407,2.3242,0,1.9842,4.0399
Mir6345,1.79,1.5848,0.9101,0,1.6146,1.352,1.0718,1.8407,0,3.6931,1.9842,1.01
Gm26446,1.1122,3.939,6.7857,4.1846,4.0131,1.6802,6.6599,4.5749,2.8883,3.4421,1.2329,1.2551
Ano7,0.7189,1.0184,1.228,1.0278,0.7781,0.6082,0.6887,0.8575,0.7467,0.356,0.2869,0.3245
Hdlbp,218.0369,178.4616,171.8712,180.5911,171.2282,160.8318,159.3615,162.0526,181.2842,206.6551,207.567,175.1618
Gm17415,4.9366,2.9568,3.691,3.5508,2.8814,2.1934,3.8255,2.0903,3.3935,2.8459,3.058,3.4408
Septin2,119.2541,130.1342,120.5612,117.0578,118.361,150.0496,146.7203,141.869,165.0609,93.8878,122.5158,107.0466
Farp2,4.3329,2.8482,2.559,2.9228,2.4082,2.248,2.0442,1.7552,2.3584,3.8828,2.9594,2.6917
Gm37250,0.1439,0.5522,0.1951,0.1805,0.2164,0.1449,0.5745,0.3947,0.3115,0.3464,0.0532,0.3248
Stk25,61.6751,35.6541,34.9745,33.3345,33.7287,30.938,29.79,31.6804,34.3207,49.817,50.1878,39.3032
Gm28536,0.174,0.4621,0.2653,0,0.3139,0.1314,0.1042,0.2683,0.1129,0.7179,0.4821,0.6871
Bok,11.8295,22.7115,24.6271,23.776,28.4178,16.5538,18.7897,21.5119,16.0875,16.0568,13.803,19.7427
Thap4,18.0125,11.6383,11.6506,11.7356,11.2864,11.8932,12.9218,13.9868,15.2422,16.116,14.4344,12.7511
Gm10550,0.8166,0.5164,0.7117,1.5362,0.9471,1.0574,0.978,0.3599,1.5148,0.361,0.9052,1.1848
Atg4b,25.699,17.3502,16.3657,16.5834,15.2048,13.2964,12.1649,12.452,14.1597,22.2565,22.5197,18.99
Dtymk,98.0132,127.6455,118.8788,119.5891,117.6737,170.8917,161.7551,152.4146,156.4943,99.0881,103.6272,121.758
Ing5,45.8091,70.3727,66.8285,69.1315,63.9823,68.2881,69.5982,65.7148,71.5277,52.829,58.7276,60.8244
Gm22089,2.2463,6.9609,7.9943,2.1128,4.0525,3.3934,4.0351,3.4648,4.375,1.1586,6.2249,8.8719
D2hgdh,9.6068,6.9421,8.6529,4.5306,5.1898,6.4681,6.089,3.3021,5.0382,11.0421,8.8396,7.187
Gal3st2,0,0,0,0,0.0337,0,0,0,0,0,0,0.0422
Gm18666,0,0,0,0,0,0,0.1432,0.123,0,0,0,0
Gal3st2b,0.0834,0.0369,0.2543,0.1568,0,0.063,0.0499,0.0429,0.0541,0.043,0.0924,0
Gm7889,0.1196,0.3176,0.3648,0.225,0,1.4452,0.5728,0.4919,0.4658,0.2467,0.6628,0.1349
Gal3st2c,0,0.0105,0,0.0223,0.0107,0.1253,0.0568,0.0853,0.0769,0,0,0
Neu4,0,0,0,0.0465,0,0,0,0,0,0,0,0.0558
Pdcd1,0.0594,0,0.0604,0,0,0,0,0.061,0.2312,0.0612,0.0658,0
Gm7891,0,0,0,0,0,0,0,0,0,0.2804,0,0
Gm7895,0.0977,0.4324,0.5958,0.5512,0.3524,0.5902,0.7018,0.4017,0.6341,0.5037,0.433,0.551
Gm23389,0,0,0,0,0,0,0,0,0,0,0,0
4930440C22Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm23181,0,0,0,0,0,0,0,0,0,0,0,0
Gm5264,0.1351,0,0,0,0,0,0,0,0,0,0,0
Fam174a,3.9027,3.1183,2.4924,3.268,2.4901,3.2714,1.8524,2.5939,2.6573,3.8542,4.9592,4.8337
BC055308,0.8576,0.3996,0.2754,0.1698,0.285,0.5455,0.5406,0.3249,0.7619,0.5588,1.9514,1.3753
Gm15427,32.7928,29.6077,29.3962,29.2212,31.9159,24.4438,25.837,21.7415,22.6905,22.4783,33.0025,29.7018
St8sia4,0.3022,0.4443,0.3943,0.6865,0.6584,0.0948,0.1093,0.0938,0.1333,0.2823,0.8975,0.7335
Gm37642,0,0.2338,0.1343,0.1242,0.0596,0.0997,0,0,0,0,0.1464,0.2235
4930598F16Rik,0,0.1333,0,0,0,0,0,0.1548,0.1955,0,0,0
Gm37761,0,0,0,0.1027,0,0.0825,0.0654,0.0562,0.1418,0,0,0
Gm22360,1.0706,0,0,0,0,0,0,0,0,0,0,0
1700063A18Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm24586,1.2872,0,1.3089,0,0,0,0,0,0,0,0,0
Gm22917,0,0,0,0,0,0,0,0,0,0,0,0
Gm37076,0,0,0,0,0,0,0,0,0,0,0,0
Gm29601,0,0,0.0864,0,0,0,0,0,0,0,0,0
4930533P14Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm26245,0,0,0,0,0,0,0,0,0,0,0,0
Gm1833,0,0,0,0,0,0,0,0,0,0,0,0
Gm26078,0,0,0,0,0,0,0,0,0,0,0,0
Slco4c1,4.7383,21.2863,17.5159,7.2889,6.4218,7.1228,7.2958,6.3126,6.1221,3.7804,4.2692,3.5559
Panct2,1.3903,8.5428,5.7396,3.0861,3.8125,7.3089,6.0938,6.5192,7.1847,1.635,1.4795,3.0123
Slco6b1,0,0.0814,0,0,0,0,0,0,0,0,0,0
Gm9499,0,0.1052,0.1208,0.2236,0,0.1795,0,0.2444,0,0.2452,0.2635,0
Gm28901,0.2417,0.214,0,0,0,0,0.2894,0,0.3138,0,0.5358,0.2727
Gm6430,0.3672,0.3251,0.28,0.518,0.6624,0,0.4397,0.3776,1.0727,0.3788,0.3053,0.9323
Slco6c1,0,0,0,0,0,0,0,0,0,0,0,0
Gm7133,0,0,0,0.1057,0,0,0,0,0,0,0,0
Gm7135,0,0.045,0,0,0,0,0,0.0522,0,0,0,0
Gm37171,0,0,0,0,0,0,0,0,0,0,0,0.1091
D1Ertd622e,0.8816,0.9843,1.0768,1.2673,1.3504,0.6408,0.654,0.7098,0.7199,0.7922,1.644,1.3514
AC099860.1,0.1587,0,0,0,0.1431,0,0,0,0,0,0.0879,0.2686
Ppip5k2,32.3739,48.9553,50.2856,64.7073,56.3718,44.8752,44.0652,44.6197,52.0274,33.4952,50.6327,53.972
Gin1,2.7655,6.5574,5.2004,6.8058,5.8948,7.0392,6.3743,6.7784,7.1325,2.7942,4.3463,5.0017
Pam,20.3455,4.2049,4.6431,4.8386,4.8662,3.158,3.7956,2.8331,3.2397,12.0444,17.9825,11.1752
Gm37140,0.4762,0.1807,0.4842,1.5357,0.4909,0.4111,0.3259,0.2099,0.265,0.4211,1.1311,1.1515
Gm25413,0.7344,0,0.7467,0,0.6624,0.5547,0,0.3776,0.9535,0.3788,1.6281,2.0717
Gm3531,7.4967,7.4673,6.6701,7.492,7.6077,8.4939,12.3447,7.9499,14.9053,8.4586,11.1666,9.2529
B230216N24Rik,0.274,0.2599,0.2786,0.5891,0.3884,0.0296,0.3047,0.1409,0.1271,0.2221,0.3688,0.5301
Gm24465,0,0.9479,1.0887,0,0,0,0,0,0,0,0,1.2082
1810006J02Rik,0,0.0539,0,0,0,0,0,0.0626,0,0,0,0
Gm29461,0,0,0,0,0,0,0,0,0,0,0,0
Gm7952,0.3493,0.2062,0.3551,0.438,0.9452,0.1759,0.4183,0.5986,0.7558,0.6005,0.3872,0.7883
Gm29462,1.1933,2.1131,2.4268,2.2449,1.0764,2.4036,1.9055,1.6362,3.0989,2.0517,0.8819,4.0399
Slco6d1,0,0,0,0,0.0326,0,0,0,0,0,0,0
Gm3555,0.9033,1.0179,0.668,0.6179,0.8889,1.4887,0.7868,1.9423,1.4928,0.4236,0.8193,0.6487
Gm26134,1.0414,0,0,0,0,0,0,0,0,0,0,0
Gm7967,0.3466,0.1705,0.1958,0.1449,0.0695,0.0582,0.0692,0.1188,0,0.3575,0.5549,0.2825
Gm29460,0.1604,0,0,0,0,0,0,0,0,0,0,0
Gm23434,0,0,0,0,0,0,0,0,0,0,0,0
Gm18248,0,0,0,0,0.056,0,0,0,0,0,0,0
Cntnap5b,0.044,0.0195,0.0224,0,0,0,0,0.0453,0,0.0454,0.122,0.0497
Prdx2-ps1,19.381,21.9171,26.9269,38.986,21.1176,16.8134,19.9932,22.2978,11.7105,16.4301,51.6886,36.8122
Gm37877,0,0,0,0,0,0,0,0,0,0,0,0
Gm19029,0.2031,0,0.4131,0,0.1832,0,0.2433,0.2089,0.2637,0.6286,0.6755,0.4584
Gm23602,0,0,0,0,0,0,0,0,0,0,0,0
Gm29668,3.6368,2.576,4.8074,4.1049,10.4978,2.1976,5.662,4.8617,5.1944,3.7517,2.4188,1.6416
Gm29667,0.2338,1.863,4.2792,3.9583,3.7961,2.8255,3.0799,0.9617,10.0178,1.4471,2.8508,2.9021
Gm18700,0,0,0,0,0,0,0,0,0,0.2137,0,0
Gm18185,0,0,0,0,0,0,0,0,0,0,0,0
Gm29334,0,0,0,0,0,0,0,0,0,0,0,0
Gm25537,0,0,0,0,0,0,0,0,0,0,0,0
Gm20268,0,0,0,0,0,0,0,0,0,0,0,0
Gm28801,0,0,0,0,0,0,0,0,0,0,0,0
Psmb6-ps2,0.1625,0.1439,0,0.3057,0.1466,0,0.3892,0.1671,0,0,0.5404,0.3667
Gm18969,0,0,0.1596,0.2952,0,0,0,0,0,0,0,0
Gm28188,0,0,0,0,0,0,0,0,0,0,0,0
Gm28187,0.1074,0,0,0,0,0,0,0,0.0697,0,0.0595,0
Gm24122,0.8679,0,0,0,0,0,0,0,0,0,0,0
Gm28623,0,0,0,0,0,0,0,0,0,0,0,0
Gm23036,0,0,0,0,0,0,0,0,0,0,0,0
Gm3116,0,0,0,0,0,0,0,0,0,0,0,0
Gm20281,0,0,0.4363,0,0,0,0,0,0,0,0,0
Gm22034,0,0,0,0,0,0,0,0,0,0,0,0
Gm18728,0,0,0,0,0,0,0,0,0,0,0,0
Gm23965,0,0,0,0,0,0,0,0,0,0,0,0
Gm29141,0.1299,0,0,0,0,0,0,0,0,0,0,0
Gm37789,0,0,0,0,0,0,0,0,0,0,0,0
Gm18447,0,0,0,0,0,0,0,0,0,0,0,0
Gm29140,0,0,0,0,0,0,0,0,0,0,0,0
Gm23537,0,0,0,0,0,0,0,0,0,0,0,0
Gm5260,0,0,0,0,0,0,0.1446,0,0,0,0,0
Gm29592,0,0,0,0,0,0,0,0,0,0,0,0
Gm29011,0.1609,0,0,0,0,0,0,0,0,0,0,0
Cdh20,1.3992,0.8596,0.5517,0.8594,0.8757,0.2157,0.2052,0.0294,0.1112,2.4154,2.5955,4.0922
Gm38031,0.038,0.3028,0.3091,0.143,0.2399,0,0.0455,0,0,0.2352,0.3369,0.343
Gm36969,0.0816,0,0,0.0767,0,0,0,0,0,0,0.0904,0.092
Gm15699,0,0,0,0,0,0,0,0,0,0,0,0.4617
Gm29012,0,0,0,0,0,0,0,0,0,0,0,0
Gm29013,0,0,0,0,0,0,0,0,0,0,0,0
Rnf152,1.1547,1.4385,1.6657,2.147,2.0953,0.3448,0.3698,0.359,0.5579,1.2882,3.3935,3.091
Gm29014,0,0.3111,0,0,0.317,0,0,0,0,0.3625,0,0
Gm17634,0.2769,0.1839,0.2112,0,0,0,0.0829,0.0712,0,0.0714,0.7673,0.3124
Gm28403,0,0.0749,0,0.0795,0.3051,0.3193,0.1013,0,0.1098,0.0872,0.0469,0.0477
Capza1-ps1,6.2931,11.3568,10.6787,13.1958,10.341,12.4741,11.4249,10.2223,16.7069,5.8717,9.3753,8.6847
Pign,8.1148,8.4755,8.08,8.2113,8.3233,8.3762,8.3457,8.7432,9.705,7.3019,10.5084,9.5376
Gm28404,0.7587,0,0.5143,0,1.3687,0.382,0.3029,1.0402,0.9851,0.5218,2.2426,0.5708
Gm20302,2.4995,1.1065,0.8472,0,2.6304,3.1466,2.9933,2.9986,2.7045,0.8595,4.6177,1.4103
Gm22426,0,0,0,0,0,0,0,0,0,0,0,0
Gm8004,1.4854,0.9864,1.5104,1.0478,0.1675,0.2805,1.1118,1.1456,0.7233,0.7661,0.8233,0
Relch,15.4715,24.0977,22.0959,24.976,24.8445,25.6861,25.446,24.7387,26.6338,14.6292,17.6848,19.1192
Gm37566,0.5524,1.1878,1.5246,1.7815,1.3525,1.3909,1.4176,1.5419,2.0494,0.6784,1.1372,1.1874
Gm10193,1.4878,1.3173,0.5043,0.9329,0,0,0.5939,0,0,0.5116,0.5497,0.5596
Tnfrsf11a,0.3828,1.0168,1.0705,1.2963,1.1568,0.3181,0.3438,0.4921,0.2982,0.5726,0.976,1.0368
Gm37779,0,0,0,0,0,0,0,0,0,0,0.2254,0
Gm26214,0,0,0,0,0,0,0,0,0,0,0,0
Gm18801,0,0,0,0,0,0,0,0,0,0,0,0
Gm7160,2.6679,2.5769,3.2061,1.5209,2.7712,3.2976,3.8728,3.5748,2.7293,4.3368,4.7497,3.923
Zcchc2,28.9188,29.8421,26.1556,31.3365,28.7405,27.1831,26.1468,26.8336,33.9043,27.8436,26.3762,26.9277
Gm37372,0,0.0306,0,0,0.0312,0,0.0829,0,0.0449,0.0357,0,0.039
Gm26509,0.4834,0.214,0,0.4547,0,0.3651,0.1447,0,0.1569,0.1247,0,0.1364
Gm20753,0,0.9306,0,0,0,0,0,0,0,0,0,0.2372
Phlpp1,21.6325,17.7563,17.8217,19.0547,18.0443,10.4832,9.8344,8.5666,12.1607,21.6158,22.6442,25.2731
Gm38235,0.6246,0.6554,1.0586,0.9574,1.2729,0.5592,0.5541,0.2379,0.3605,0.6443,1.4361,1.1225
A530053M12Rik,0.1562,0.0691,0.1588,0.4407,0,0.118,0,0,0,0.1611,0,0
Gm6651,0,0.3743,0,0.7952,0,0,0,0,0,0,0,0
Bcl2,3.2527,2.4923,3.3202,2.4241,2.6294,0.6804,0.7791,0.3216,0.4548,3.5233,4.6319,4.8141
D630008O14Rik,0.0557,0.0987,0.2266,0.1048,0.0503,0,0,0.0573,0,0.115,0.1853,0
Mir3473f,0,0,0,0,0,0,0,0,0,0,0,0
Gm37053,0.0549,0.0972,0,0.1033,0.099,0,0.0657,0,0,0.1133,0.0608,0.1239
Kdsr,17.0847,20.1939,19.8174,20.183,20.2312,11.6196,14.6002,12.5366,14.3143,17.2763,19.6241,18.6448
Vps4b,40.6778,47.486,46.6998,49.0788,47.6479,50.879,50.487,50.7858,55.4237,37.2915,49.7827,47.0938
Serpinb5,0.0417,0.1844,0.1694,0.0784,0.1127,0.8181,1.1973,0.3427,0.9195,0.043,0,0
Pou2f3-rs1,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb12,0,0,0,0.0863,0,0,0,0,0,0,0,0
Serpinb13,0,0,0,0,0,0,0,0,0,0,0,0
Gm8080,0,0,0,0,0,0,0,0,0,0,0,0.1119
Serpinb3a,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb3d,0,0,0,0,0,0,0,0,0,0,0,0
Gm15388,0,0,0,0,0.1423,0,0,0,0,0,0,0.1781
Serpinb3b,0,0,0,0,0,0,0,0.0698,0,0,0,0
Gm8084,0,0,0,0.2866,0,0,0,0,0,0,0,0
Gm15390,0,0.1374,0,0,0,0,0,0,0,0,0,0
Serpinb3c,0,0,0,0,0,0,0,0,0,0,0,0
Gm8089,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb11,0,0,0.0533,0,0,0,0,0,0,0,0,0
Gm15391,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb7,0,0,0,0,0.1056,0,0,0,0,0.1208,0.1298,0
Gm24553,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb2,0.0488,0.0432,0.0496,0,0,1.1051,2.8619,0.7523,1.7098,0,0,0
Serpinb10,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb8,0.215,0.2327,0.2429,0.1348,0.0862,0.0722,0.2575,0.1474,0.1861,0.3697,0.4237,0.3505
Gm15389,0,0.1523,0.3498,0,0,0.5197,0,0,0,0,0.1907,0
Gm24267,0,0,0,0,0.9658,0,0,0,0,0,0,0
Gm22438,0,0,0,0,1.5657,0,0,0,0,0,0,0
D830032E09Rik,0,0,0,0,0,0,0.0378,0,0,0.0326,0,0
Gm18448,0,0.1693,0,0,0,0,0,0,0,0,0,0
Gm28282,0,0,0,0,0,0,0,0,0,0,0,0
Gm5702,0.0464,0,0.0472,0,0.0837,0,0,0,0.1807,0.0957,0,0
Gm38212,0,0.0368,0,0,0,0,0,0,0.1079,0,0,0
Gm28283,0,0,0,0,0,0,0,0,0,0,0,0
Gm6679,0,0,0,0,0,0,0,0,0,0,0,0
Gm17847,0.1016,0,0,0,0,0,0,0,0,0.2097,0,0
Gm28281,0,0,0,0,0,0,0,0,0,0,0,0
Gm22159,0,0,0,0,0,0,0,0,0,0,0,0
Gm25293,0,0,0,0,0,0,0,0,0,0,0,0
Gm8141,0,0.2943,0.2028,0.5003,0.06,0.4018,0.3981,0.1367,0.259,0.0686,0.2211,0.3001
Cdh7,0.0228,0.2021,0.2785,0.2147,0.3501,0.0172,0.0273,0.0117,0.0148,0.0589,0.2151,0.2447
Gm18552,0,0,0,0,0,0,1.02,0.219,0,0,0,0
Gm3332,0,0,0,0,0,0,0,0,0,0,0,0
Gm6693,0,0,0,0,0.1271,0.2129,0,0.1449,0.183,0,0,0
Cdh19,0.0803,0,0.0272,0,0.0241,0,0.2244,0.1651,0.0695,0.0276,0.0297,0
Gm38255,0,0,0,0,0,0,0,0.0393,0,0,0,0
Gm36944,0,0,0.0422,0,0,0,0,0,0,0,0,0
Gm29088,0,0,0,0,0,0,0,0,0,0,0.2186,0
Gm19927,0,0,0,0,0,0,0,0,0,0,0,0
Gm8173,0.1738,0.1539,0.0589,0.327,0.0523,0,0,0.0596,0,0.1793,0.0642,0.1962
Gm37934,0,0.7569,0.5795,1.6083,1.2853,0.4305,0.6826,0.5861,2.5902,0,0.9477,1.2863
Dsel,6.5797,14.1506,15.5034,17.5756,16.9629,7.9279,8.594,8.6262,9.834,7.6284,21.1316,24.8771
Gm6028,0.3992,0.1767,0.6088,0,0.3601,0.3015,0.478,0.4105,0.2591,0,0.2212,0
Gm17752,0.0318,0.0844,0.0323,0.0299,0.0716,0.072,0.0951,0.0816,0.0825,0.0491,0.088,0.0538
Gm6717,0,0,0,0,0,0,0,0,0,0,0,0
Gm19086,0,0,0,0,0,0,0,0.1771,0,0,0,0
Gm18406,0,0.6065,0.1741,0.3221,0.7723,0.2587,0,0.3522,0.2223,0,0.3796,1.7391
Gm22331,0,0,0,0,0,0,0,0,0,0,0,0
Gm8204,0,0,0,0,0,0,0,0,0,0,0,0
Gm28190,0,0,0,0,0.1431,0,0,0,0,0,0,0
Gm28189,0,0,0,0,0,0,0,0,0,0,0,0
Gm17946,0,0,0,0,0,0,0,0,0,0,0,0
Gm18181,0,0,0,0,0,0,0,0.1601,0.2021,0,0.1725,0
Gm24937,0,0,0,0,0,0,0,0,0,0,0,0
9330185C12Rik,0.6812,4.4231,4.1562,4.0581,3.2773,4.4595,5.9827,7.0052,6.1917,0.4685,0.881,1.4093
Gm4854,0,0,0,0,0,0,0,0,0,0,0,0
Gm17916,0,0,0.0557,0,0.0494,0,0,0,0,0,0,0
Cntnap5a,0,0.0371,0.0426,0.0197,0.0661,0,0,0,0,0.0432,0.0116,0.0472
Gm23393,0,0,0,0,0,0,0,0,0,0,0,0
Gm28263,0,0.5072,0,0,0.2583,0,0,0,0,0,0,0
Gm19965,0,0,0,0,0,0,0,0,0,0,0,0
Gm17777,0,0,0,0,0,0,0,0,0,0,0,0
Gm24030,0,0,0,0,0,0,0,0,0,0,0,0
Gm27785,0,0,0,0,0,0,0,0,0,0,0,0
Gm28361,0,0,0,0,0,0,0,0,0,0,0,0
Zfp813-ps,0,0.0325,0.0373,0,0.0662,0,0,0,0,0,0,0.0414
Gm28362,0,0,0.0481,0,0.0427,0.0715,0.1134,0.0487,0.1229,0,0,0
Gm28363,0,0,0,0,0,0,0,0,0,0,0,0
Gm28359,0,0,0,0,0,0,0,0,0,0,0,0
Gm18182,0,0,0,0,0,0,0,0,0,0,0,0
B020011L13Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm28360,0,0,0,0,0,0,0,0,0,0,0,0
Gm28169,0,0,0,0,0,0,0,0,0,0,0,0
Gm7195,0,0,0,0,0,0,0,0,0,0,0,0
Gm28168,0,0,0,0,0,0,0,0,0,0,0,0.0492
Gm7145,0,0,0.0649,0,0,0,0,0,0,0,0,0
Gm28358,0,0,0,0,0.1625,0,0,0,0,0,0,0
Gm29489,0,0,0,0,0,0,0,0,0,0,0,0
Gm29490,0,0,0,0,0,0,0,0,0,0,0,0
Gm29104,0,0,0,0,0,0,0,0,0,0,0,0
Gm29106,0.0286,0.0758,0.0871,0.1611,0.1288,0.1294,0.171,0.0294,0.1854,0.0884,0.1899,0.2578
Gm7200,0,0.1744,0,0,0.2666,0.1488,0,0.2026,0,0,0,0.3335
Tsn,37.9542,49.762,50.1184,54.4364,54.8788,45.8005,44.3008,45.4753,47.0944,40.0677,45.792,50.6042
Nifk,150.5885,181.9549,182.1125,194.3394,189.3734,216.8344,211.9709,212.8255,232.3205,166.8927,153.872,159.6046
Gm28867,0.0529,0.0468,0.0538,0,0,0.0799,0.0633,0.0544,0,0.0546,0.0586,0.1791
Clasp1,35.3055,30.326,30.2045,32.2312,31.3599,18.0953,18.9236,16.5779,20.2653,36.1124,37.7116,35.8047
Gm26080,0,0,0.8892,1.6451,3.9442,2.6422,0,1.7985,0,0.9021,0.9694,4.9342
2900060B14Rik,2.9756,4.7751,5.6731,8.0465,5.7037,7.0236,6.2361,5.5459,4.588,4.7962,5.1537,5.0367
Gm22710,0,0,0,0,0,0,0,0,0,0,0,0
Gm28466,1.9122,1.5392,1.4141,1.6351,1.5681,2.1009,0.8327,0.715,0.9029,1.4346,1.7343,0.5885
Tfcp2l1,8.8851,53.1976,43.1122,37.4704,29.6721,126.1753,121.7715,163.387,185.5025,12.5466,11.0869,19.7242
Gm28882,0.7297,2.2612,1.1129,0.6863,0.9873,4.4092,3.0585,4.502,3.7898,0.3764,0,0
Gm23497,0,0,0,0,0,0,0,0,0,0,0,0
