,MD-R-EB-1,MD-R-EB-2,MD-R-EB-3,MD-R-EB-4,MD-R-EB-5,MD-R-EB-6,MD-R-EB-7,MD-R-EB-8,MD-R-EB-9,MD-R-EB-10,MD-R-EB-11,MD-R-EB-12
Gm28467,0,0,0,0,0,0,0.4314,0,0,0.3716,0,0
Gli2,29.0692,13.1864,14.72,20.7694,19.3166,31.2414,30.6586,43.561,52.1454,23.1401,19.0417,20.0435
Mir6346,0,0,0,0,0,2.1366,0,0,0,0,0,0
Gm26831,0.7471,0.294,0.4221,0.3123,0.3744,0.2508,0.5965,0.6829,0.7545,0.5138,0.4601,0.5621
Gm8321,0,0,0.1189,0,0.1054,0.1766,0.14,0.4808,0,0.1206,0.1296,0
Gm3508,0,0,0,0,0.261,0,0,0,0,0,0,0
Gm29456,0,0.1321,0,0,0,2.2534,3.9301,3.0678,3.8737,0,0,0.1683
Gm29455,0,0.0261,0,0.0554,0.0266,0.089,0.2117,0.1515,0.2296,0,0,0.0332
Inhbb,0.8885,0.6436,0.4928,0.1519,0.1214,76.424,69.4518,89.1485,118.8941,1.0832,0.1492,0.1519
Ralb,51.0985,52.2581,50.9901,45.0683,44.7726,26.0822,26.8545,21.8641,24.9222,39.6724,46.6739,35.3214
Gm29454,1.166,1.2905,2.3713,0.5484,2.1036,0,0.6982,0,0.3785,1.8042,1.9387,0.3289
Gm27184,0.9437,0.6684,0.7676,0.7101,0.1702,0.5702,0.226,0.1941,0.4901,0.3894,0.2092,0.213
Tmem185b,16.3888,16.1627,15.221,15.4914,13.2465,15.4432,18.6068,17.8541,18.6463,13.8098,17.987,16.0221
3830432H09Rik,1.173,0.7308,0.6626,1.6345,1.0189,0.3281,0.4682,0.3574,0.5077,0.8963,1.1557,1.4707
Gm25322,0,0,0,0,0,0,0,0,0,0,0,0
Epb41l5,22.325,20.6393,20.3092,21.3637,20.9714,8.6191,8.6641,8.4852,9.6357,19.0904,21.5203,21.1459
Gm37219,0.9897,1.2049,3.5223,2.56,2.1203,0.7476,1.1853,1.2722,1.2851,0.3829,2.4684,2.3733
Ptpn4,10.8882,21.449,21.4949,27.7544,24.3443,26.2017,27.279,25.7022,31.5603,11.5558,26.203,27.0633
Gm3851,1.0807,0.6379,0.7326,0,0.325,1.6327,2.5886,2.2227,0,1.4865,1.5973,0.8131
Gm37745,1.0104,1.7023,1.7552,1.7424,1.785,1.5053,1.6807,1.5586,2.0773,1.0279,1.9601,2.2172
Gm29657,0,0,0,0,0,0,0,0,0,0,0,0
Gm8338,0.6312,2.2354,0.9627,1.1874,2.5621,1.4303,1.1338,0.6491,0.8196,1.9534,1.7491,2.1368
Gm29658,0,0,0,0,0,0,0,0,0,0,0,0
Gm3551,0.3451,0,0,0.6491,0,0,0,0.1774,0,0.178,0.3825,0.1947
Gm28209,0.8869,0.2618,0.6012,0,0.8,0,0.3541,0.456,0.3839,1.0674,0.8193,0.834
Tmem177,14.0927,10.2614,11.7499,11.8041,9.6193,10.4117,9.3626,10.3664,10.1065,14.7855,16.876,14.5488
Cfap221,0.0786,0,0.1998,0.1479,0.2127,0.0594,0,0.0808,0,0.0811,0.2614,0.1774
Gm17973,0.8812,0,0.224,0,0,0.3328,0,0,0,0.2273,0,0
Sctr,0.1139,0,0.1158,0,0.1541,0.172,0,0,0.1479,0.0587,0,0.1928
Tmem37,5.7673,6.5763,6.8418,6.4109,6.1482,5.8083,5.965,3.5943,5.6731,4.9579,2.809,3.1555
Dbi,78.6285,83.3126,86.9974,71.2292,80.4464,74.726,73.5178,68.9258,57.8467,85.7664,90.7312,87.2748
3110009E18Rik,4.2936,6.4752,4.9896,5.503,6.6395,5.7735,5.8765,4.7063,5.1462,3.6505,5.7532,5.9633
Steap3,1.3029,5.005,4.9326,3.2807,3.3632,6.7529,6.7457,7.0909,4.7631,1.9851,1.3776,1.9906
C1ql2,0.3437,0.4057,0.1747,0.2155,0.0517,0,0.0686,0.0589,0,0.7091,0.254,0.3878
1700012E03Rik,0,0.0737,0,0,0,0,0,0,0,0,0,0
Marco,0,0.0527,0,0,0,0,0,0.0612,0,0,0,0
En1,1.2661,0.4252,0.222,0.9855,0.2757,0.4617,0.366,1.0775,0.3968,3.9633,4.162,2.3648
2610027F03Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm29346,0,0,0,0,0,0,0,0,0,0,0,0
Gm29345,0,0,0,0,0,0,0,0,0,0,0,0
Gm29344,0,0,0,0,0,0,0,0,0,0,0,0
Gm29348,0,0,0,0,0,0,0,0,0,0,0,0
Gm29347,0,0,0,0,0,0,0,0,0,0,0,0
Gm37043,0,0,0,0,0.0333,0,0,0,0,0,0,0
Celrr,0.0296,0.0523,0,0.1112,0.1066,0.0893,0,0.0608,0.0768,0.0305,0.0328,0.0334
Gm29359,0.2314,0,0,0,0,0,0,0,0,0,0,0
Gm38283,0.4945,0.5838,0.1676,0.3101,0.5947,0.249,0,0.678,0,1.5304,0.3654,0.186
Insig2,18.1421,19.3047,20.024,22.0905,21.8696,16.0954,17.3814,16.0441,18.5454,16.8097,23.9497,22.6316
Gm37174,1.2363,0.8292,0.9904,0.3524,0.5745,0.9621,1.5254,1.0016,1.2161,1.3139,3.073,2.5365
2210011K15Rik,0.1316,0,0,0,0,0,0,0,0,0,0.2188,0
Ccdc93,18.4776,17.0247,17.4147,17.6999,18.1123,7.5152,7.4201,7.411,8.9548,19.3608,18.7625,17.6547
Gm15392,2.0615,1.3037,1.3475,1.108,1.1954,0.4449,0.1763,0.3028,0.5736,0.9114,2.938,1.6616
Gm15393,1.5693,1.3895,1.0638,0.984,1.4156,0,0,0,0,0,0,0.5903
Htr5b,0.1184,0.4718,0.5418,0.2227,0.267,0.5366,1.2053,0.6697,0.615,0.1832,0.1313,0.1336
Gm8217,0.2464,0,0,0,0.2222,0,0,0.2533,0,0,0.2731,0
Ddx18,84.8006,126.4303,129.624,149.8909,136.8817,152.3618,149.4609,161.2621,169.6562,98.6166,108.6277,119.748
Gm28591,0,0,0,0,0,0,0,0,0,0,0,0
Gm37920,0,0,0,0.2877,0,0,0,0,0,0,0,0
Gm15394,0,0,0,0,0,0,0,0,0,0,0,0
Gm8392,0.1372,0,0,0,0.2475,0,0,0,0,0.4246,0,0
Gm26472,0,0,0,0,0,0,0,0,0,0,0,0
Gm28590,0,0,0,0,0,0,0,0,0,0,0,0
Gm24547,0,0,0,0,0,0,0,0,0,0,0,0
Gm36982,0,0,0,0,0,0,0,0,0,0,0,0
Gm25771,0,0,0,0,0,0,0,0,0,0,0,0
Gm29192,0,0,0,0,0,0,0,0,0,0,0,0
Gm37970,0,0,0,0,0,0,0,0,0,0,0,0
Gm8403,0,0,0,0,0,0,0,0,0,0,0,0
Gm28911,0,0,0,0,0,0,0,0,0,0,0,0
Gm20058,0,0,0,0,0,0,0,0,0,0,0,0
Gm28912,0,0.4335,0,0,0,0,0,0,0,0,0,0
Dpp10,0.0665,0.106,0.0676,0.1501,0.096,0.0502,0.008,0.0068,0.0086,0.1578,0.258,0.3527
Gm37478,0,0.0871,0,0.1233,0.1183,0,0,0,0,0.0338,0.0363,0.1849
Gm37221,0,0.0675,0,0.1433,0.0687,0.0576,0,0,0,0,0.0422,0.043
Gm24791,0,0,0,0,0,0,0,0,0,0,0,0
Gm37066,0,0,0,0,0.0501,0,0,0,0,0,0.0616,0.0627
Gm37781,0,0.0315,0,0.067,0,0,0,0,0,0,0,0
Gm37396,0,0,0,0,0,0,0,0,0,0,0,0.0865
Gm38263,0,0,0,0,0,0,0.0448,0,0,0,0,0.0423
Gm28929,0.1921,0.17,0,0,0.0866,0.1451,0,0,0.1247,0,0.1064,0.1084
Gm18875,0,0.23,0.1321,0,0.1172,0,0,0,0,0,0.144,0
Gm37551,0,0.1773,0.0407,0,0.0722,0,0,0,0.052,0.0826,0.0444,0.2711
Gm38073,0,0,0,0,0,0,0,0,0,0,0,0
Gm25578,0,0,0,0,0,0,0,0,0,0,0,0
Gm28299,0,0,0,0,0,0,0,0,0,0,0,0
Gm37717,0,0,0,0,0,0,0,0,0,0,0,0
1700121L03Rik,0,0,0,0,0,0,0,0,0,0,0,0
Actr3,103.551,128.7863,121.8709,137.1403,122.6172,126.312,126.7369,116.0736,139.3054,99.83,137.8194,125.3676
Gm28706,0,0,0.3281,0,0,0,0,0,0,0,0,0
Slc35f5,27.981,17.4998,17.5757,23.4024,19.0524,6.3815,7.9829,7.5719,8.9068,23.1079,26.9785,23.5285
Gm18444,0,0,0,0.3426,0,0,0,0,0,0,0,0
Gpr39,0.342,0.1009,0.0386,0,0.0343,0.0574,0.2275,0.0781,0,0.0784,0.3369,0.0858
Lypd1,0.1302,0.2882,0.2152,0.5512,0.3671,0.0246,0.039,0.0502,0,0.1847,0.3067,0.2939
Nckap5,0.5018,0.1593,0.1348,0.1069,0.1879,0.1573,0.0454,0.0779,0.0983,0.3614,0.7346,0.2137
Gm37161,0,0.0376,0,0,0.0383,0,0,0,0.0552,0,0,0
Gm37936,0.0867,0,0,0,0.0782,0,0.2076,0,0,0,0.1921,0
Gm38177,0,0,0,0,0,0,0,0,0,0,0,0
4930599A14Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm5261,0,0,0,0,0.1449,0,0,0,0,0,0.1781,0
Mgat5,7.4696,12.2808,11.5571,11.2036,11.0357,5.7177,5.8525,5.3344,6.4177,7.5103,7.2064,10.5898
Gm37772,0.1644,0.5821,0.5014,0.3092,0.1483,0.1241,0.6889,0,0,0.0848,0.1822,0.5564
Gm37510,0.433,0.852,0.636,0.5883,0.9114,0.3998,0.2881,0.2969,0.3436,0.5212,0.24,0.733
Gm8451,0,1.1346,1.303,0.4821,0.2312,0.3872,0.9208,0.7906,0.3328,0.5288,0.5682,0.5784
Gm23370,0,0.7802,1.7921,1.6577,4.7694,0,3.166,0,0,1.8181,1.9537,0
Gm23734,0,0,1.0687,0,1.8961,3.1755,2.5173,1.0808,0,0,0,1.186
Gm38301,0.6329,1.6812,1.2872,0,1.1419,0.6374,1.0106,0,0.5479,0.2176,0.7016,1.6665
Tmem163,2.4823,0.709,0.6242,0.8034,1.0112,0.0403,0.1918,0.0274,0.104,1.597,1.7456,1.8373
Acmsd,0.4047,0.6807,0.1234,0.4567,0.219,0.6113,0.8723,0.4577,0.7356,0.4174,1.1663,0.548
2900009J06Rik,2.0498,1.4116,0.9263,0.8569,0.6163,0.3441,1.3638,2.5762,2.0701,2.5844,1.7672,1.5421
Ccnt2,40.1166,50.5138,49.8318,53.1739,52.1166,56.9304,57.3895,54.7364,67.0785,39.5267,59.0142,54.6529
Map3k19,0.0429,0.0569,0.0654,0,0.0387,0,0.0257,0,0,0.0221,0.1425,0.1935
Rab3gap1,16.2387,16.3218,15.2717,15.788,16.1358,13.2535,14.2699,13.8486,14.3186,14.7584,15.1771,13.3912
Zranb3,16.8325,20.7128,21.0548,21.9565,19.6113,15.9548,17.1814,15.1423,16.7934,18.744,20.8127,19.664
Gm28800,2.1962,1.5827,1.8177,1.9216,1.5664,1.1573,1.4068,1.1029,1.7906,1.7914,3.1705,2.1901
Gm38248,5.7646,4.7006,4.5926,4.9936,5.1821,4.4889,4.2228,3.626,4.4499,5.3745,7.2245,6.0357
Rpl28-ps1,2.7671,1.96,3.6578,5.2055,4.7425,5.8524,5.3022,5.691,6.108,3.4255,1.2269,3.1226
Gm37625,1.3403,1.8737,1.4346,1.6809,1.7181,1.4919,1.239,1.1606,1.4655,1.2371,1.7203,2.1228
Gm38026,1.3877,1.8561,1.1709,0.7776,1.2251,1.0259,1.0254,1.1537,1.2651,1.4925,2.7492,2.3989
R3hdm1,14.8447,20.5044,18.6205,19.9175,18.0872,14.9449,15.6341,13.7573,17.6499,15.6365,21.3072,19.5642
Gm29383,2.3866,1.0566,0.9707,0.8979,2.3682,1.0816,1.7149,0.7363,1.5495,1.9696,0.5291,1.0773
Gm37588,0.4131,1.2597,1.3534,0.9497,1.449,1.3174,1.4291,1.5103,1.0131,0.3314,1.8316,1.1395
Gm37868,0.5445,1.4093,0.8944,1.4183,0.7179,1.2655,1.2039,1.3352,1.3597,0.4321,0.8358,0.8981
Gm37407,0.9576,2.2352,3.6292,3.9302,2.8269,3.6822,3.2318,2.2379,2.4867,1.4368,3.3773,3.0453
Mir128-1,0,4.347,0,0,1.4763,2.4723,0,1.6829,0,0,0,0
Ubxn4,85.8887,76.5897,71.3329,82.5668,88.122,57.8732,58.335,61.9991,79.9457,88.3482,85.1493,75.2236
Lct,0.4828,0.2375,0.2546,0.1346,0.3226,0.1351,0.2998,0.1655,0.1393,0.2767,0.2181,0.2422
Mcm6,255.4871,227.6636,214.277,258.3211,249.0866,302.7294,292.4133,328.2893,419.4676,254.6173,283.8587,274.2054
Dars,113.7969,157.9872,147.334,167.8357,157.9467,185.2935,181.457,198.4115,263.331,117.8527,170.5217,155.6471
Gm23902,0,0,0,0,0,0,0,0,0,0,0,0
Gm29598,0,0,0,0,0,0,0,0,0,0,0,0
Gm29597,0,0,0,0,0,0,0,0,0,0,0,0
Gm25384,0,0,0,0,0,0,0,0,0,0,0,0
Gm6170,1.073,0.7308,1.4267,1.7079,1.0423,0.7481,0.9884,1.1882,1.3932,0.7663,0.9149,1.4902
Cxcr4,216.7627,15.9887,12.8214,7.271,8.7448,3.5417,1.8212,2.2805,3.2086,153.7361,174.6085,54.1986
Gm29599,0,0,0.276,0,0,0,0,0,0,0,0,0
Gm26686,0.033,0.0585,0,0.1243,0.0298,0.0499,0.0396,0.1019,0,0.0341,0.0366,0
Gm23056,0,0,0,0,0,0,0,0,0,0,0,0
Thsd7b,0.0282,0,0,0.0354,0.0425,0,0,0,0.0122,0.0097,0.0209,0.0425
Gm38240,0,0.0408,0,0,0,0.0696,0,0,0,0,0,0
Gm38330,0,0,0,0,0,0,0,0,0,0,0.1324,0
Gm36951,0,0,0,0,0,0,0,0,0,0,0,0
Gm15790,0,0.1622,0.3725,0,0.413,0.1383,0.1097,0.0942,0.5945,0.9447,0.203,0.1033
Rpl31-ps9,0,0,0,0.5701,0.2734,0.4578,0,0.9349,0,0,0.3359,0
Gm37479,0,0,0,0,0.0269,0,0,0,0,0,0,0
Gm37064,0,0,0.0522,0,0,0,0,0,0,0,0.0569,0
Gm37278,0,0,0,0,0,0,0,0,0,0,0,0
Gm29428,0,0,0,0,0,0,0,0,0,0,0,0
Gm16081,0,0,0,0,0,0,0,0,0,0,0,0
Cd55b,0.0684,0.0606,0,0,0.0617,0,0,0,0,0,0,0
Cd55os,2.9133,0.3744,0.0956,0.3536,0,0,0.1125,0.2899,0.3051,1.0179,3.0731,1.0605
Gm15675,4.2014,0.1102,0.2848,0.1171,0.1965,0.1881,0.2236,0.288,0.202,1.9905,3.4153,1.1238
Cd55,30.1919,3.1769,2.9044,2.4424,2.4275,3.1382,2.5443,2.7916,2.8505,16.7295,26.0884,9.8295
Gm16083,0.7646,0.0398,0.0457,0.0846,0.0406,0,0.0539,0.185,0.1168,0.1392,0.5484,0.203
Gm37109,0.5591,0.225,0.0517,0,0.0917,0,0,0,0,0.1573,0.7324,0.2294
Gm37283,0.2917,0,0,0.4115,0.0658,0,0,0.15,0,0.3009,0.5658,0
Zp3r,0.054,0.4304,0.5492,0.4064,0.2436,0.7344,0.5175,0.9442,0.9117,0.1114,0.0599,0.1219
Gm23623,0,1.8959,0,0,0.9658,0,0,0,0,0,0,1.2082
C4bp,0.017,0,0,0,0.0307,0,0,0,0,0.0176,0.0189,0
Gm29427,0,0,0.061,0,0.0541,0,0,0,0,0.0619,0,0.0677
C4bp-ps1,0.3245,0,0,0,0,0.4903,0,0.1669,0,0.1674,0.1799,0
Pfkfb2,4.0429,4.3626,4.1591,3.3868,4.2309,3.0776,3.3665,2.371,3.3629,2.965,4.359,3.8138
Yod1,8.4125,8.5573,8.9343,8.8622,9.5108,6.9473,7.8359,6.9206,9.4182,7.1547,12.5372,9.4932
Gm37163,1.0168,0.8403,0.8271,1.0201,0.4892,0.6144,0.3247,0.7668,1.4083,0.8391,2.0288,0.7649
AA986860,2.864,1.031,1.4081,0.9473,0.9936,0.9984,1.1307,0.5502,0.9399,1.5259,1.4652,1.3141
Gm28857,0,0.4773,0,0,0,0,0.6456,0,0.35,0.5561,0.8964,0.6084
Gm28856,0,0,0,0,0,0.1224,0.2426,0.0417,0.1578,0,0,0
Fcamr,0,0,0,0,0,0,0.0718,0,0,0,0,0
Gm15848,0.1075,0,0,0,0,0,0,0,0,0,0.1191,0
Pigr,0.0285,0,0.0289,0,0,0,0,0,0,0,0.0315,0
Fcmr,0.066,0,0,0,0,0.0997,0,0,0,0.2042,0,0
Il24,0.5786,0.4391,0.084,0,0,1.1238,0.297,0,0.322,0.7674,1.0078,0.2798
Il20,0,0,0,0,0,0,0,0,0,0,0,0
Il19,0,0,0,0.1876,0,0,0,0.1025,0,0.1029,0,0
Il10,0.0874,0.6968,1.6006,0.658,1.341,0.7927,0.6284,0.1799,0.3406,0,0,0.4934
Mapkapk2,93.5008,40.392,42.5961,35.646,39.2146,24.2435,25.6704,23.7466,27.2942,72.3603,80.2183,61.3433
Gm25549,0,2.1581,6.1962,2.2926,2.1987,1.8411,0,1.2532,0,1.2572,0,0
Gm37084,2.8941,1.4962,1.2838,1.3885,1.2965,0.3815,0.8141,0.6991,0.5296,1.9035,2.6698,2.0384
Gm25717,0.6491,0,0,0,0,0,0,0,0,0,0,0
Dyrk3,23.5391,49.9491,44.7551,43.9421,37.2965,61.3179,59.9633,53.0078,65.1536,24.1339,21.4977,31.0376
Eif2d,29.1758,36.7537,33.869,33.3167,28.1537,57.5466,55.276,51.9364,58.6805,30.5942,28.9314,31.9245
Rassf5,3.5253,9.3893,9.0929,8.1954,6.2049,4.7628,4.2562,3.6841,3.5354,3.8141,3.1771,3.9782
Gm17796,0,0,0,0,0,0,0,0,0,0,0,0
Ikbke,0.4446,0.1687,0.155,0.1673,0.2177,0.3262,0.426,0.5617,0.5443,0.5504,0.6618,0.4301
Gm28914,0,0,0.1746,0,0,0,0,0,0.223,0,0.1904,0
Gm28913,0,0,0,0,0.2839,0,0.3769,0,0.4087,0,0.3489,0.7103
Srgap2,42.2939,24.4935,25.1154,28.6369,25.7686,17.4991,17.7829,18.1864,19.849,36.7519,39.5018,32.5351
Gm38262,1.9895,2.1284,1.1801,2.1831,1.7198,0.7514,0.6949,0.8524,0.4305,1.8813,2.9404,2.3386
Gm37954,1.8254,0.7836,1.1249,1.6649,0.9481,1.0863,1.1924,0.7395,0.4309,1.3695,1.2877,1.7478
Gm29488,2.2893,2.9559,3.1038,4.3963,3.3557,1.441,1.942,1.6675,2.0436,1.9188,3.8065,3.4445
Gm29487,0.4475,0.7924,0.455,0.8418,0,0,1.0718,0.4602,0.581,0.4616,0.496,0.505
Gm24273,2.0956,1.8554,3.5515,1.3141,2.5204,1.0553,0.8366,0.7183,1.814,1.4412,1.5486,0
Fam72a,7.6338,10.3699,11.1118,12.59,11.6497,12.2431,12.8366,15.915,15.6828,9.2773,10.2008,12.2726
Avpr1b,0.3987,0,0.029,0,0,0,0.0341,0,0.037,0.2938,0.4104,0.0643
Gm8532,0.994,2.4202,1.7688,0,2.0174,1.1262,0.5952,0.2555,0.3227,2.0508,1.6528,1.4021
Ctse,1.3371,0.032,0.0367,0.068,0.163,0,0,0,0,0.5965,0.8012,0.0408
Rab7b,0.1734,0.0877,0.0756,0.0466,0.067,0.0749,0.089,0.2293,0.1287,0.4856,0.357,0.2237
Slc26a9,0.1315,0.1359,0.0446,0.3299,0.2373,3.9076,3.3865,2.1189,3.1879,0.0226,0.1944,0.1979
Pm20d1,1.63,1.6597,1.6741,1.8705,1.7203,2.1423,2.1278,1.7265,2.0319,2.1355,2.2044,1.9866
Slc41a1,19.5674,15.4045,15.557,17.3739,16.3674,18.0038,18.9648,25.2059,28.0115,20.1134,23.1381,18.5808
Rab29,6.0869,5.5966,4.9198,7.6337,6.1242,5.1872,7.2896,8.5865,11.3487,5.1522,5.4498,5.2838
Gm29105,0,1.127,0,0.9578,0.2296,0,0,0,0,0,0,0
Nucks1,234.6951,391.7758,370.6342,448.4335,394.2651,404.1526,398.3481,410.7219,491.4917,242.4752,416.687,446.8301
Gm38067,12.1093,26.167,17.3726,21.5393,20.0619,19.4707,21.2504,16.5208,20.1601,14.78,19.9353,20.2945
Gm37676,0,0,0,0,0,0,0,0,0,0,0,0
Gm29103,0,0,0,0,0,0,0,0,0,0,0,0
Slc45a3,1.2218,2.4197,2.1578,2.0565,2.0882,1.7,1.9638,1.9507,1.9204,1.6584,1.9602,3.592
Elk4,21.7246,17.7626,17.9086,20.0807,20.1611,13.2356,14.7323,15.0035,16.4606,20.4188,21.049,20.7826
Mfsd4a,7.3642,6.4779,6.4833,7.1965,6.9016,4.7678,5.0014,5.5074,5.5261,6.2156,7.8098,7.8245
Gm26034,0,0,0,0,0,0,0,0,0,0,0,0
Gm37120,0.1922,0.1362,0.2541,0.1808,0.0867,0.0581,0.0921,0.0198,0.0998,0.2182,0.2131,0.1736
Cdk18,15.1976,13.7327,15.4535,16.3756,14.8152,10.6802,11.2313,13.897,14.8936,19.6219,17.8594,16.7972
Gm29629,0,0,0,0,0,0,0,0,0,0,0,0
Lemd1,0.5183,0.9728,1.0751,0.663,0.9537,1.6285,1.3407,1.0446,1.1036,1.2618,1.6316,1.6844
Gm29695,4.5641,4.1373,4.4421,4.1703,4.1955,8.6022,8.8756,4.7381,6.8293,5.8517,7.0107,8.2652
Mir135b,0,1.0457,1.2009,0,2.1307,3.5683,5.6575,1.2145,1.5335,3.655,0,3.9982
Gm10188,0,0,0.1618,0,0,0.2404,0,0,0,0,0.1764,0.1795
Gm29630,0,0,0.649,0,0,3.3745,1.9108,1.9689,4.1434,0,0,0
Gm7241,0,0,0.3263,0,0.2895,0.9695,0.3843,1.3199,2.0833,0,0.3557,0.3621
Klhdc8a,0.1878,0.0238,0.1364,0.2019,0.0726,0.2027,0.6106,0.2208,0.1394,0.1938,0.119,0.3028
Nuak2,1.7827,7.7625,8.8852,10.3355,9.5165,7.5053,8.5047,7.7233,7.3236,5.9692,11.5002,19.5563
F730311O21Rik,0.1052,0,0.0428,0.0396,0,0.0953,0.1763,0.0649,0.0273,0.0651,0.1166,0
Tmcc2,17.1477,12.5095,12.054,12.1913,11.1108,4.7127,4.6037,5.112,5.2266,16.4229,14.2783,13.6725
Gm15849,0.6839,3.0278,2.7818,3.8598,3.0847,2.583,1.2286,0.7033,0.444,2.1166,3.0325,1.5436
Dstyk,11.1924,7.9994,8.4764,7.6563,7.2209,6.3336,6.3863,7.904,8.9615,10.8757,10.9526,10.4168
6030442K20Rik,1.392,2.0998,1.8873,2.1337,2.3253,5.9193,6.5448,5.9909,5.6902,1.6487,2.5718,2.7926
Rbbp5,47.0771,67.7492,63.609,65.8034,57.664,78.0762,76.2425,89.9862,98.5981,51.8721,66.1113,63.4208
Tmem81,6.4149,10.4546,9.2359,10.786,9.2686,10.2054,10.8097,13.4266,13.1943,7.0274,8.1177,8.2639
Cntn2,0.9973,3.4668,3.8813,4.2156,3.1321,1.7857,1.5925,1.9879,1.5188,2.2609,3.3849,3.4876
Nfasc,1.6927,7.9093,8.3917,9.4003,8.3868,2.1411,2.2502,1.9238,1.7351,6.4081,7.7566,11.8446
Gm10538,0.3052,1.8913,2.1721,1.9518,2.4775,0.8298,0.3655,0.7531,0.5547,1.0074,1.0148,2.1351
Gm22609,0,0,0,0,0,0,0,0,0,0,0,0
Lrrn2,4.9711,1.7493,1.7497,3.7167,1.6385,1.1072,0.458,2.9164,2.1516,3.7804,3.2498,4.0635
Gm44300,0,0,0,0,1.7081,0,0,0,0,0,2.099,0
Gm38308,0.0633,0,0,0,0.1142,0,0,0,0,0.0653,0.0702,0.1429
Mdm4,34.1943,48.7959,44.2399,42.3207,38.6661,58.3697,61.2082,59.1087,63.9103,33.286,49.3947,44.0296
Gm29257,1.6135,1.4286,1.0938,1.349,1.7789,1.0833,1.2882,1.6592,1.8623,1.1097,2.186,1.4162
Pik3c2b,12.3732,6.5667,5.6107,6.4706,6.1192,6.1885,6.1074,8.6338,9.8473,13.0104,14.126,10.8494
Gm28609,2.2269,0.2191,1.0064,1.3964,0.8928,0.3738,0.2963,1.781,2.2489,2.8077,2.4684,1.6753
Gm26616,0.5531,1.0447,0.8248,1.1098,0.7982,0.8355,0.9273,0.91,0.8139,0.6846,0.7357,0.7906
Ppp1r15b,101.6984,122.4089,119.6115,112.1834,109.3967,142.6512,138.7888,141.8948,144.574,102.6506,111.9147,111.0653
Plekha6,21.5861,1.2223,1.1435,1.1867,1.1464,1.3812,1.1387,1.8709,2.2793,14.553,13.2461,4.1888
Gm19461,2.205,0,0,0.0628,0,0.1514,0.08,0.0687,0.1735,1.413,1.8146,0.4524
Golt1a,0.2388,0,0,0,0,0,0,0.0614,0.0775,0.0616,0.1323,0.2021
Gm28040,0.0706,0,0,0,0,0,0.0845,0.0726,0.0917,0.0728,0,0
Kiss1,0,0,0,0,0,0,0,0,0,0,0,0
Ren1,0.2765,0.0612,0,0.1301,0,0.2089,0.2484,0.9242,0.2693,0.214,0,0
Etnk2,3.0609,2.7101,2.143,2.7375,2.5121,4.9652,4.7775,5.7018,5.473,3.727,4.7836,3.624
Sox13,37.2211,45.94,41.4948,40.6323,38.1764,30.9441,31.976,32.7839,36.0488,47.5782,46.472,67.3361
Gm8596,0,0.1281,0.1471,0.2721,0.261,0.437,0.1732,0.595,0,0.2984,0.6414,0
Gm23939,7.7521,10.6769,12.2619,11.3424,6.2158,14.3134,6.1892,6.2002,2.2368,11.5512,12.4124,9.72
Snrpe,79.824,128.7838,121.5822,127.5445,141.5243,136.1037,129.1949,134.8042,122.9454,86.4802,118.01,128.0509
Zc3h11a,11.9289,12.8322,11.5503,12.3636,11.223,11.1338,12.1021,11.4268,15.1684,9.6408,15.2866,11.9609
Gm38394,58.8362,54.0808,50.0086,48.2746,48.7486,49.7921,50.5632,44.7041,55.129,53.0265,71.5089,57.3569
Lax1,0.645,2.2403,1.9171,0.4667,0.4923,2.2485,2.6144,1.3265,1.0952,0.7165,0.9349,0.6159
Atp2b4,19.5203,6.857,5.6209,3.4839,3.0458,7.178,6.7208,8.2909,6.3031,14.0197,9.1135,5.1824
Mir6903,0,0,0,0,0,0,0,0,1.6903,0,0,1.469
Gm37368,0.321,0.1895,0.1813,0,0.0643,0.1616,0.0427,0.0734,0,0.4415,0.1581,0.2415
Gm10537,0,0,0,0,0,0,0,0,0,0,0,0
Gm28441,0,0.1511,0,0.1605,0.0769,0,0,0.0877,0,0.088,0.0946,0
Optc,6.0505,0.0788,0,0,0.0401,0.2688,0.2664,0.0457,0.1155,5.8286,4.1425,2.0082
Gm15851,0,0,0,0,0,0,0.2072,0,0.2247,0,0,0
Prelp,0.0634,0.0561,0.0967,0.1192,0.0572,0,0.2277,0.0652,0.1234,0.0327,0.0351,0.0715
Gm1627,0,0,0.045,0,0,0,0,0,0,0,0,0
Gm18970,0,0,0,0,0,0,0,0,0,0,0,0
Fmod,0.0347,0.0307,0,0.0652,0.0938,0.2617,0.415,0.1069,0.18,0.0715,0.0384,0
Btg2,97.937,62.4556,66.5888,61.4385,71.4661,23.1549,26.9588,21.6023,17.8954,83.6251,99.1182,90.2056
Gm38140,0.7901,0.4786,0.4228,0.0782,0.4876,0.1885,0.0996,0.2993,0,0.9866,1.2445,0.5631
Gm8618,3.9777,5.4002,8.8984,5.4874,7.4154,3.6055,8.2571,5.1812,5.8535,2.7356,4.9972,6.8827
Chit1,1.0099,0.1118,0,0.2375,0.1139,0.2861,0.9827,0.3245,0.1639,0.5209,0.3498,0.2849
Chil1,0.3677,0.3979,0.3739,0.3074,0.258,0.8024,1.3211,1.6385,2.0159,0.2529,0.2717,0.4149
