"","MD1-R-EB","MD2-R-EB","MD3-R-EB","MD4-R-EB","MD5-R-EB","MD6-R-EB","MD7-R-EB","MD8-R-EB","MD9-R-EB","MD10-R-EB","MD11-R-EB","MD12-R-EB"
"1700067K01Rik",48.8395561867257,40.0779934642456,42.5545689506883,58.5251781352715,30.8621934280756,14.5509161711323,34.3796946736274,27.543204766046,26.939619091982,24.9083156380474,22.208092722946,26.9174580240571
"1700086O06Rik",24.9876799094876,26.3928249642593,51.5134255718858,47.1056311820478,91.0039036981716,114.790560905599,85.5084713677398,86.3516689962524,130.982285929982,112.087420371214,111.04046361473,129.377459534984
"1700088E04Rik",6.81482179349661,9.77512035713307,13.4382849317963,7.13721684576481,7.91338293027579,6.46707385383657,5.28918379594267,6.69969845660579,13.0053333547499,25.7978983394063,19.5431215961925,25.1808478289566
"1700092M07Rik",15.9012508514921,18.5727286785528,36.9552835624398,25.6939806447533,34.0275466001859,21.0179900249689,24.6828577143991,26.7987938264232,19.5080000321249,30.2458118462005,30.2030061032066,22.5759325363059
"1700094D03Rik",120.39518501844,143.694269249856,166.858704569804,168.43831756005,170.929071293957,168.143920199751,177.187657164079,181.636269267979,144.916571667214,161.01446894595,151.015030516033,189.29051126595
"1700096K18Rik",45.4321452899774,62.5607702856516,36.9552835624398,42.8233010745889,30.070855135048,46.8862854403151,32.6166334083131,41.6870126188805,34.3712381518391,31.1353945475593,44.4161854458921,52.0983058530137
"1700097N02Rik",53.3827707157234,85.0435471070577,54.8729968048349,51.3879612895067,16.6181041535792,29.1018323422646,14.9860207551709,11.166164094343,22.2948571795713,12.4541578190237,19.5431215961925,17.3661019510046
"1700102H20Rik",19.3086617482404,4.88756017856653,6.71914246589815,2.85488673830593,14.2440892744964,16.1676846345914,7.05224506125689,17.8658625509488,13.9342857372321,10.674992416306,4.44161854458921,4.34152548775114
"1700102P08Rik",27.2592871739864,35.190433285679,14.558142009446,15.7018770606826,14.2440892744964,24.2515269518871,34.3796946736274,26.0543828868003,12.0763809722678,8.00624431222954,6.21826596242489,6.94644078040183
"1700108F19Rik",47.7037525544763,32.2578971785391,33.5957123294908,37.113527597977,4.74802975816548,1.61676846345914,4.40765316328556,4.46646563773719,2.78685714744642,1.77916540271767,1.77664741783568,1.73661019510046
"1700109H08Rik",39.7531271287302,27.3703369999726,31.3559981741914,32.8311974905181,40.3582529444065,63.0539700749066,41.4319397348842,64.0193408075665,39.944952446732,46.2583004706595,31.9796535210423,26.0491529265068
"1700113A16Rik",70.419825199465,56.6956980713718,63.8318534260324,54.2428480278126,17.4094424466067,22.634758488428,24.6828577143991,20.0990953698174,28.7975238569463,33.8041426516358,34.6446246477958,27.7857631216073
"1700123M08Rik",11.3580363224943,15.6401925714129,17.9177132423951,19.9842071681415,18.2007807396343,12.9341477076731,15.867551387828,18.6102734905716,36.2291429168034,19.5708194298944,16.878150469439,22.5759325363059
"1700123O20Rik",692.840215672155,634.405311177936,687.592245676911,745.125438697847,712.204463724821,646.707385383657,600.322360839493,619.349901766224,620.540191498069,590.682913702268,700.887406336177,714.615095283838
"1810010H24Rik",20.4444653804898,13.6851684999863,29.116284018892,24.2665372756004,11.8700743954137,8.08384231729571,7.93377569391401,5.21087657736006,25.0817143270177,30.2458118462005,37.3095957745494,23.4442376338562
"1810011O10Rik",30.6666980707347,14.6626805356996,34.7155694071404,38.54097096713,28.4881785489929,30.7186008057237,61.7071442859978,54.3419985924692,24.1527619445356,74.7249469141423,75.5075152580166,107.669832096228
"1810013L24Rik",2135.31082862894,1992.16952878372,1966.46902835286,2075.50265874841,1350.81446619808,1385.57057318449,1335.51890847552,1380.13788206079,1184.41428766473,1188.48248901541,806.5979276974,991.604421402361
"1810014B01Rik",119.259381386191,139.784221107003,98.5474228331729,122.760129747155,73.5944612515649,74.3713493191206,64.3517361839692,66.2525736264351,97.5400001606246,73.8353642127835,37.3095957745494,38.20542429221
"1810019D21Rik",59.0617888769706,77.2234508213512,127.663706852065,129.89734659292,45.106282702572,56.58689622107,74.0485731431974,83.374025237761,42.7318095941784,28.4666464434828,53.2994225350705,53.8349160481141
"1810022K09Rik",1860.44634962457,2054.73029906937,2200.51915758164,2196.83534512641,2194.38108656548,1990.2419785182,2125.3703553363,2124.54882168366,2068.77695578772,1690.20713258179,1309.3891469449,888.276114793883
